subject_name,session_name,state,dwell_trials
GRB006,20240617_123448,0,15
GRB006,20240617_123448,1,158
GRB006,20240617_123448,0,4
GRB006,20240617_123448,1,25
GRB006,20240620_124808,1,34
GRB006,20240620_124808,0,31
GRB006,20240620_124808,1,23
GRB006,20240620_124808,0,28
GRB006,20240620_124808,1,41
GRB006,20240620_124808,0,19
GRB006,20240620_124808,1,10
GRB006,20240620_124808,0,13
GRB006,20240620_124808,1,14
GRB006,20240620_124808,0,109
GRB006,20240620_124808,1,49
GRB006,20240621_143838,1,101
GRB006,20240621_143838,0,24
GRB006,20240621_143838,1,123
GRB006,20240621_143838,0,3
GRB006,20240621_143838,1,2
GRB006,20240621_143838,0,36
GRB006,20240621_143838,1,6
GRB006,20240624_112117,1,51
GRB006,20240624_112117,0,11
GRB006,20240624_112117,1,3
GRB006,20240624_112117,0,5
GRB006,20240624_112117,1,6
GRB006,20240624_112117,0,15
GRB006,20240624_112117,1,16
GRB006,20240624_112117,0,40
GRB006,20240624_112117,1,32
GRB006,20240624_112117,0,143
GRB006,20240625_130638,1,53
GRB006,20240625_130638,0,15
GRB006,20240625_130638,1,5
GRB006,20240625_130638,0,151
GRB006,20240625_130638,1,26
GRB006,20240625_130638,0,41
GRB006,20240625_130638,1,33
GRB006,20240625_130638,0,94
GRB006,20240625_130638,1,2
GRB006,20240625_130638,0,19
GRB006,20240625_130638,1,26
GRB006,20240626_113043,1,63
GRB006,20240626_113043,0,4
GRB006,20240626_113043,1,7
GRB006,20240626_113043,0,20
GRB006,20240626_113043,1,31
GRB006,20240627_141852,1,12
GRB006,20240628_130506,1,15
GRB006,20240628_130506,0,4
GRB006,20240628_130506,1,27
GRB006,20240628_130506,0,81
GRB006,20240628_130506,1,8
GRB006,20240628_130506,0,43
GRB006,20240628_130506,1,13
GRB006,20240628_130506,0,34
GRB006,20240628_130506,1,2
GRB006,20240628_130506,0,4
GRB006,20240628_130506,1,35
GRB006,20240628_130506,0,72
GRB006,20240628_130506,1,5
GRB006,20240701_112146,1,36
GRB006,20240701_112146,0,6
GRB006,20240701_112146,1,2
GRB006,20240701_112146,0,193
GRB006,20240701_112146,1,9
GRB006,20240701_112146,0,34
GRB006,20240701_112146,1,21
GRB006,20240701_112146,0,10
GRB006,20240701_112146,1,8
GRB006,20240701_112146,0,90
GRB006,20240702_134736,1,3
GRB006,20240702_134736,0,36
GRB006,20240702_134736,1,8
GRB006,20240702_134736,0,94
GRB006,20240702_134736,1,12
GRB006,20240702_134736,0,29
GRB006,20240702_134736,1,5
GRB006,20240702_134736,0,26
GRB006,20240702_134736,1,21
GRB006,20240702_134736,0,23
GRB006,20240702_134736,1,41
GRB006,20240702_134736,0,20
GRB006,20240710_124222,1,57
GRB006,20240710_124222,0,77
GRB006,20240710_124222,1,29
GRB006,20240710_124222,0,8
GRB006,20240710_124222,1,1
GRB006,20240710_124222,0,34
GRB006,20240710_124222,1,36
GRB006,20240711_134140,1,133
GRB006,20240711_134140,0,33
GRB006,20240711_134140,1,15
GRB006,20240711_134140,0,11
GRB006,20240711_134140,1,36
GRB006,20240715_134530,1,56
GRB006,20240715_134530,0,10
GRB006,20240715_134530,1,11
GRB006,20240715_134530,0,14
GRB006,20240715_134530,1,27
GRB006,20240715_134530,0,10
GRB006,20240715_134530,1,1
GRB006,20240715_134530,0,3
GRB006,20240715_134530,1,5
GRB006,20240715_134530,0,54
GRB006,20240715_134530,1,18
GRB006,20240715_134530,0,4
GRB006,20240715_134530,1,1
GRB006,20240715_134530,0,4
GRB006,20240715_134530,1,68
GRB006,20240716_151257,1,10
GRB006,20240716_151257,0,117
GRB006,20240716_151257,1,48
GRB006,20240716_151257,0,10
GRB006,20240716_151257,1,39
GRB006,20240716_151257,0,44
GRB006,20240716_151257,1,6
GRB006,20240716_151257,0,22
GRB006,20240716_151257,1,16
GRB006,20240716_151257,0,5
GRB006,20240716_151257,1,1
GRB006,20240716_151257,0,23
GRB006,20240716_151257,1,12
GRB006,20240717_154846,1,12
GRB006,20240717_154846,0,97
GRB006,20240717_154846,1,130
GRB006,20240717_154846,0,15
GRB006,20240717_154846,1,16
GRB006,20240717_154846,0,20
GRB006,20240717_154846,1,19
GRB006,20240717_154846,0,4
GRB006,20240717_154846,1,6
GRB006,20240718_150828,1,3
GRB006,20240718_150828,0,107
GRB006,20240718_150828,1,12
GRB006,20240718_150828,0,61
GRB006,20240718_150828,1,65
GRB006,20240718_150828,0,15
GRB006,20240718_150828,1,4
GRB006,20240718_150828,0,1
GRB006,20240722_142540,1,84
GRB006,20240722_142540,0,15
GRB006,20240722_142540,1,40
GRB006,20240722_142540,0,42
GRB006,20240722_142540,1,18
GRB006,20240722_142540,0,66
GRB006,20240722_142540,1,12
GRB006,20240723_142451,1,21
GRB006,20240723_142451,0,82
GRB006,20240723_142451,1,77
GRB006,20240723_142451,0,54
GRB006,20240723_142451,1,4
GRB006,20240723_142451,0,18
GRB006,20240723_142451,1,2
GRB006,20240723_142451,0,23
GRB006,20240723_142451,1,28
GRB006,20240723_142451,0,2
GRB006,20240723_142451,1,13
GRB006,20240723_142451,0,24
GRB006,20240723_142451,1,16
GRB006,20240723_142451,0,14
GRB006,20240723_142451,1,19
GRB006,20240724_144439,1,67
GRB006,20240724_144439,0,13
GRB006,20240724_144439,1,45
GRB006,20240724_144439,0,34
GRB006,20240724_144439,1,21
GRB006,20240724_144439,0,7
GRB006,20240724_144439,1,94
GRB006,20240725_153628,1,227
GRB006,20240725_153628,0,15
GRB006,20240725_153628,1,15
GRB006,20240725_153628,0,21
GRB006,20240725_153628,1,65
GRB006,20240725_153628,0,5
GRB006,20240729_155308,1,104
GRB006,20240729_155308,0,13
GRB006,20240729_155308,1,180
GRB006,20240730_142934,1,221
GRB006,20240801_164225,1,106
GRB006,20240801_164225,0,31
GRB006,20240801_164225,1,133
GRB006,20240805_142718,1,123
GRB006,20240805_142718,0,12
GRB006,20240805_142718,1,16
GRB006,20240805_142718,0,41
GRB006,20240805_142718,1,15
GRB006,20240805_142718,0,19
GRB006,20240805_142718,1,2
GRB006,20240805_142718,0,6
GRB006,20240805_142718,1,19
GRB006,20240805_142718,0,28
GRB006,20240805_142718,1,55
GRB006,20240806_141817,1,34
GRB006,20240806_141817,0,5
GRB006,20240806_141817,1,4
GRB006,20240806_141817,0,40
GRB006,20240806_141817,1,14
GRB006,20240806_141817,0,17
GRB006,20240806_141817,1,26
GRB006,20240806_141817,0,16
GRB006,20240806_141817,1,35
GRB006,20240806_141817,0,38
GRB006,20240806_141817,1,14
GRB006,20240806_141817,0,35
GRB006,20240806_141817,1,30
GRB006,20240806_141817,0,17
GRB006,20240806_141817,1,58
GRB006,20240807_120640,1,53
GRB006,20240807_120640,0,21
GRB006,20240807_120640,1,24
GRB006,20240807_120640,0,25
GRB006,20240807_120640,1,45
GRB006,20240807_120640,0,36
GRB006,20240807_120640,1,37
GRB006,20240807_120640,0,7
GRB006,20240807_120640,1,31
GRB006,20240807_120640,0,13
GRB006,20240807_120640,1,18
GRB006,20240807_120640,0,21
GRB006,20240807_120640,1,47
GRB006,20240807_120640,0,10
GRB006,20240813_132409,1,13
GRB006,20240814_154434,1,38
GRB006,20240814_154434,0,16
GRB006,20240814_154434,1,130
GRB006,20240814_154434,0,21
GRB006,20240814_154434,1,41
GRB006,20240814_154434,0,11
GRB006,20240814_154434,1,14
GRB006,20240815_111040,1,11
GRB006,20240815_111040,0,9
GRB006,20240815_111040,1,43
GRB006,20240815_111040,0,7
GRB006,20240815_111040,1,111
GRB006,20240815_111040,0,24
GRB006,20240815_111040,1,5
GRB006,20240815_111040,0,14
GRB006,20240815_111040,1,12
GRB006,20240815_111040,0,40
GRB006,20240815_111040,1,5
GRB006,20240815_111040,0,8
GRB006,20240815_111040,1,1
GRB006,20240815_111040,0,17
GRB006,20240815_111040,1,5
GRB006,20240819_110829,1,393
GRB006,20240820_115126,1,207
GRB006,20240821_121447,1,161
GRB006,20240821_121447,0,17
GRB006,20240821_121447,1,116
GRB006,20240822_100914,1,273
GRB006,20241002_142716,1,94
GRB006,20241002_142716,0,6
GRB006,20241002_142716,1,107
GRB006,20241003_112246,1,217
GRB006,20241003_112246,0,16
GRB006,20241003_112246,1,2
GRB006,20241004_120803,1,207
GRB006,20241007_142037,1,8
GRB006,20241007_142037,0,5
GRB006,20241007_142037,1,7
GRB006,20241007_142037,0,14
GRB006,20241007_142037,1,13
GRB006,20241007_142037,0,11
GRB006,20241007_142037,1,108
GRB006,20241008_151755,1,13
GRB006,20241008_151755,0,6
GRB006,20241008_151755,1,66
GRB006,20241008_151755,0,5
GRB006,20241008_151755,1,60
GRB006,20241011_121243,1,178
GRB006,20241015_145423,1,165
GRB006,20241016_153658,1,49
GRB006,20241016_153658,0,15
GRB006,20241016_153658,1,53
GRB006,20241018_141859,1,165
GRB006,20241021_172639,1,48
