subject_name,session_name,state,posterior_occupancy
GRB006,20240403_131227,3,0.0012112536
GRB006,20240404_115105,3,0.00092246546
GRB006,20240405_142239,3,0.0007307725
GRB006,20240406_122407,3,0.0022579087
GRB006,20240407_123014,3,0.0052628955
GRB006,20240408_135314,3,0.00053874135
GRB006,20240419_151040,3,0.0059123314
GRB006,20240423_162658,3,0.002990169
GRB006,20240424_150511,3,0.0014829383
GRB006,20240426_174044,3,0.0018793889
GRB006,20240429_174359,3,0.0008347523
GRB006,20240429_184502,3,0.00042493627
GRB006,20240430_183206,3,0.0010101708
GRB006,20240501_195113,3,0.0039000409
GRB006,20240502_161058,3,0.00066548155
GRB006,20240503_163955,3,0.003043629
GRB006,20240506_171411,3,0.002450376
GRB006,20240507_180829,3,0.0039440067
GRB006,20240508_173227,3,0.0005522182
GRB006,20240509_163637,3,0.0032308584
GRB006,20240510_180411,3,0.0008139496
GRB006,20240514_164132,3,0.0004488704
GRB006,20240515_164745,3,0.0018211387
GRB006,20240516_140225,3,0.0060870782
GRB006,20240517_161352,3,0.00063695153
GRB006,20240521_170727,3,0.00057414116
GRB006,20240522_170215,3,0.0012433901
GRB006,20240523_174600,3,0.0007547936
GRB006,20240524_162152,3,0.00070965686
GRB006,20240529_150103,3,0.0022738928
